merk,model,bouwjaar,type_auto,brandstof,transmissie,vermogen,prijs
audi,a6,1994.0,sedan,benzine,schakel,174.0,12900.0
audi,a6,1994.0,sedan,benzine,schakel,193.0,12900.0
audi,a6,1994.0,sedan,benzine,automaat,193.0,12900.0
audi,a6,1994.0,wagon,benzine,automaat,125.0,12900.0
audi,a6,1994.0,wagon,benzine,schakel,125.0,12900.0
audi,a6,1994.0,wagon,diesel,automaat,90.0,12900.0
audi,a6,1994.0,wagon,diesel,schakel,90.0,12900.0
audi,a6,1994.0,wagon,benzine,automaat,101.0,12900.0
audi,a6,1994.0,wagon,benzine,automaat,115.0,12900.0
audi,a6,1994.0,wagon,benzine,automaat,140.0,12900.0
audi,a6,1994.0,wagon,benzine,schakel,101.0,12900.0
audi,a6,1994.0,wagon,benzine,schakel,115.0,12900.0
audi,a6,1994.0,wagon,benzine,schakel,140.0,12900.0
audi,a6,1994.0,wagon,benzine,automaat,133.0,12900.0
audi,a6,1994.0,wagon,benzine,schakel,133.0,12900.0
audi,a6,1994.0,wagon,diesel,schakel,115.0,12900.0
audi,a6,1994.0,wagon,diesel,automaat,115.0,12900.0
audi,a6,1994.0,wagon,diesel,automaat,140.0,12900.0
audi,a6,1994.0,wagon,diesel,schakel,140.0,12900.0
audi,a6,1994.0,wagon,benzine,automaat,150.0,12900.0
audi,a6,1994.0,wagon,benzine,schakel,150.0,12900.0
audi,a6,1994.0,wagon,benzine,automaat,174.0,12900.0
audi,a6,1994.0,wagon,benzine,automaat,193.0,12900.0
audi,a6,1994.0,wagon,benzine,schakel,174.0,12900.0
audi,a6,1994.0,wagon,benzine,schakel,193.0,12900.0
audi,a6,2018.0,wagon,diesel,automaat,231.0,12900.0
audi,a6,2018.0,wagon,diesel,automaat,286.0,12900.0
audi,a6,2018.0,wagon,diesel,automaat,349.0,12900.0
audi,a6,2018.0,sedan,diesel,automaat,163.0,12900.0
audi,a6,2018.0,sedan,benzine,automaat,190.0,12900.0
audi,a6,2018.0,sedan,diesel,automaat,204.0,12900.0
audi,a6,2018.0,sedan,benzine,automaat,224.0,12900.0
audi,a6,2018.0,sedan,diesel,automaat,231.0,12900.0
audi,a6,2018.0,sedan,benzine,automaat,245.0,12900.0
audi,a6,2018.0,sedan,diesel,automaat,286.0,12900.0
audi,a6,2018.0,sedan,benzine,automaat,340.0,12900.0
audi,a6,2018.0,wagon,diesel,automaat,163.0,12900.0
audi,a6,2018.0,wagon,diesel,automaat,204.0,12900.0
audi,a6,2018.0,wagon,benzine,automaat,245.0,12900.0
audi,a6,2018.0,wagon,benzine,automaat,340.0,12900.0
audi,a7,2018.0,suv,diesel,automaat,204.0,41000.0
audi,a7,2018.0,suv,benzine,automaat,245.0,41000.0
audi,a7,2018.0,suv,benzine,automaat,252.0,41000.0
audi,a7,2018.0,suv,benzine,automaat,340.0,41000.0
audi,a7,2018.0,suv,diesel,automaat,231.0,41000.0
audi,a7,2018.0,suv,diesel,automaat,249.0,41000.0
audi,a7,2018.0,suv,diesel,automaat,286.0,41000.0
audi,a7,2010.0,liftback,benzine,automaat,204.0,41000.0
audi,a7,2010.0,liftback,diesel,automaat,245.0,41000.0
audi,a7,2010.0,liftback,benzine,automaat,310.0,41000.0
audi,a7,2014.0,liftback,benzine,automaat,190.0,41000.0
audi,a7,2014.0,liftback,benzine,automaat,252.0,41000.0
audi,a7,2014.0,liftback,benzine,automaat,249.0,41000.0
audi,a7,2014.0,liftback,benzine,automaat,220.0,41000.0
audi,a7,2014.0,liftback,diesel,automaat,190.0,41000.0
audi,a7,2014.0,liftback,diesel,automaat,218.0,41000.0
audi,a7,2014.0,liftback,diesel,automaat,245.0,41000.0
audi,a7,2014.0,liftback,diesel,automaat,272.0,41000.0
audi,a7,2014.0,liftback,diesel,automaat,320.0,41000.0
audi,a7,2014.0,liftback,diesel,automaat,326.0,41000.0
audi,a7,2014.0,liftback,benzine,automaat,333.0,41000.0
audi,a7,2017.0,liftback,diesel,automaat,204.0,41000.0
audi,a7,2017.0,liftback,diesel,automaat,231.0,41000.0
audi,a7,2017.0,liftback,benzine,automaat,245.0,41000.0
audi,a7,2017.0,liftback,diesel,automaat,286.0,41000.0
audi,a7,2017.0,liftback,benzine,automaat,340.0,41000.0
audi,a8,2002.0,suv,diesel,automaat,233.0,25000.0
audi,a8,2002.0,suv,benzine,automaat,220.0,25000.0
audi,a8,2002.0,suv,benzine,automaat,280.0,25000.0
audi,a8,2002.0,suv,diesel,automaat,275.0,25000.0
audi,a8,2002.0,suv,benzine,automaat,335.0,25000.0
audi,a8,2002.0,suv,benzine,automaat,450.0,25000.0
audi,a8,1994.0,sedan,diesel,schakel,150.0,25000.0
audi,a8,1994.0,sedan,diesel,automaat,150.0,25000.0
audi,a8,1994.0,sedan,benzine,automaat,174.0,25000.0
audi,a8,1994.0,sedan,benzine,schakel,174.0,25000.0
audi,a8,1994.0,sedan,benzine,schakel,193.0,25000.0
audi,a8,1994.0,sedan,benzine,automaat,193.0,25000.0
audi,a8,1994.0,sedan,benzine,automaat,230.0,25000.0
audi,a8,1994.0,sedan,benzine,automaat,260.0,25000.0
audi,a8,1994.0,sedan,benzine,automaat,300.0,25000.0
audi,a8,1994.0,sedan,benzine,automaat,310.0,25000.0
audi,a8,1999.0,sedan,diesel,schakel,150.0,25000.0
audi,a8,1999.0,sedan,diesel,schakel,180.0,25000.0
audi,a8,1999.0,sedan,diesel,automaat,150.0,25000.0
audi,a8,1999.0,sedan,diesel,automaat,180.0,25000.0
audi,a8,1999.0,sedan,benzine,schakel,193.0,25000.0
audi,a8,1999.0,sedan,benzine,automaat,193.0,25000.0
audi,a8,1999.0,sedan,diesel,automaat,225.0,25000.0
audi,a8,1999.0,sedan,benzine,automaat,260.0,25000.0
audi,a8,1999.0,sedan,benzine,automaat,310.0,25000.0
audi,a8,1999.0,sedan,benzine,automaat,420.0,25000.0
audi,a8,1999.0,suv,benzine,automaat,310.0,25000.0
audi,a8,1999.0,suv,benzine,automaat,420.0,25000.0
audi,a8,2002.0,sedan,benzine,automaat,220.0,25000.0
audi,a8,2002.0,sedan,diesel,automaat,233.0,25000.0
audi,a8,2002.0,sedan,benzine,automaat,280.0,25000.0
audi,a8,2002.0,sedan,diesel,automaat,275.0,25000.0
audi,a8,2002.0,sedan,benzine,automaat,335.0,25000.0
audi,a8,2002.0,sedan,benzine,automaat,310.0,25000.0
audi,a8,2002.0,sedan,benzine,automaat,450.0,25000.0
audi,a8,2007.0,sedan,benzine,automaat,210.0,25000.0
audi,a8,2007.0,sedan,diesel,automaat,233.0,25000.0
audi,a8,2007.0,sedan,benzine,automaat,260.0,25000.0
audi,a8,2007.0,sedan,benzine,automaat,260.0,25000.0
audi,a8,2007.0,sedan,benzine,automaat,350.0,25000.0
audi,a8,2007.0,sedan,diesel,automaat,326.0,25000.0
audi,a8,2007.0,sedan,benzine,automaat,450.0,25000.0
audi,a8,2007.0,suv,diesel,automaat,233.0,25000.0
audi,a8,2007.0,suv,benzine,automaat,260.0,25000.0
audi,a8,2007.0,suv,benzine,automaat,260.0,25000.0
audi,a8,2007.0,suv,diesel,automaat,326.0,25000.0
audi,a8,2007.0,suv,benzine,automaat,350.0,25000.0
audi,a8,2007.0,suv,benzine,automaat,450.0,25000.0
audi,a8,2005.0,sedan,diesel,automaat,233.0,25000.0
audi,a8,2005.0,sedan,benzine,automaat,260.0,25000.0
audi,a8,2005.0,sedan,benzine,automaat,260.0,25000.0
audi,a8,2005.0,sedan,benzine,automaat,280.0,25000.0
audi,a8,2005.0,sedan,benzine,automaat,335.0,25000.0
audi,a8,2005.0,sedan,benzine,automaat,350.0,25000.0
audi,a8,2005.0,sedan,diesel,automaat,326.0,25000.0
audi,a8,2005.0,sedan,benzine,automaat,450.0,25000.0
audi,a8,2010.0,sedan,benzine,automaat,211.0,25000.0
audi,a8,2010.0,sedan,diesel,automaat,250.0,25000.0
audi,a8,2010.0,sedan,diesel,automaat,204.0,25000.0
audi,a8,2010.0,sedan,benzine,automaat,290.0,25000.0
audi,a8,2010.0,sedan,benzine,automaat,333.0,25000.0
audi,a8,2010.0,sedan,benzine,automaat,420.0,25000.0
audi,a8,2010.0,sedan,benzine,automaat,372.0,25000.0
audi,a8,2010.0,sedan,diesel,automaat,350.0,25000.0
audi,a8,2010.0,sedan,benzine,automaat,500.0,25000.0
audi,a8,2013.0,sedan,diesel,automaat,250.0,25000.0
audi,a8,2013.0,sedan,diesel,automaat,258.0,25000.0
audi,a8,2013.0,sedan,benzine,automaat,310.0,25000.0
audi,a8,2013.0,sedan,benzine,automaat,435.0,25000.0
audi,a8,2013.0,sedan,diesel,automaat,385.0,25000.0
audi,a8,2013.0,sedan,benzine,automaat,500.0,25000.0
audi,a8,2013.0,suv,benzine,automaat,245.0,25000.0
audi,a8,2013.0,suv,diesel,automaat,250.0,25000.0
audi,a8,2013.0,suv,diesel,automaat,258.0,25000.0
audi,a8,2013.0,suv,benzine,automaat,310.0,25000.0
audi,a8,2013.0,suv,benzine,automaat,435.0,25000.0
audi,a8,2013.0,suv,diesel,automaat,385.0,25000.0
audi,a8,2013.0,suv,benzine,automaat,500.0,25000.0
audi,a8,2017.0,sedan,diesel,automaat,249.0,25000.0
audi,a8,2017.0,sedan,diesel,automaat,286.0,25000.0
audi,a8,2017.0,sedan,benzine,automaat,340.0,25000.0
audi,a8,2017.0,sedan,benzine,automaat,460.0,25000.0
audi,allroad,2000.0,wagon,diesel,schakel,163.0,33175.0
audi,allroad,2000.0,wagon,diesel,schakel,180.0,33175.0
audi,allroad,2000.0,wagon,diesel,automaat,180.0,33175.0
audi,allroad,2000.0,wagon,benzine,schakel,250.0,33175.0
audi,allroad,2000.0,wagon,benzine,automaat,250.0,33175.0
audi,allroad,2000.0,wagon,benzine,automaat,300.0,33175.0
audi,cabriolet,1992.0,cabriolet,benzine,schakel,125.0,800.0
audi,cabriolet,1992.0,cabriolet,diesel,schakel,90.0,800.0
audi,cabriolet,1992.0,cabriolet,benzine,schakel,115.0,800.0
audi,cabriolet,1992.0,cabriolet,benzine,schakel,150.0,800.0
audi,cabriolet,1992.0,cabriolet,benzine,schakel,174.0,800.0
audi,q3,2018.0,suv,benzine,automaat,150.0,30400.0
audi,q3,2018.0,suv,benzine,schakel,150.0,30400.0
audi,q3,2018.0,suv,diesel,automaat,150.0,30400.0
audi,q3,2018.0,suv,benzine,automaat,180.0,30400.0
audi,q3,2018.0,suv,benzine,automaat,190.0,30400.0
audi,q3,2018.0,suv,benzine,automaat,230.0,30400.0
audi,q3,2018.0,suv,diesel,schakel,150.0,30400.0
audi,q3,2011.0,crossover,benzine,schakel,150.0,30400.0
audi,q3,2011.0,crossover,benzine,automaat,150.0,30400.0
audi,q3,2011.0,crossover,diesel,automaat,177.0,30400.0
audi,q3,2011.0,crossover,benzine,schakel,170.0,30400.0
audi,q3,2011.0,crossover,benzine,automaat,170.0,30400.0
audi,q3,2011.0,crossover,benzine,automaat,211.0,30400.0
audi,q3,2011.0,suv,benzine,automaat,150.0,30400.0
audi,q3,2011.0,suv,benzine,schakel,150.0,30400.0
audi,q3,2011.0,suv,diesel,automaat,140.0,30400.0
audi,q3,2011.0,suv,benzine,automaat,170.0,30400.0
audi,q3,2011.0,suv,diesel,automaat,177.0,30400.0
audi,q3,2011.0,suv,benzine,automaat,211.0,30400.0
audi,q3,2011.0,suv,diesel,schakel,140.0,30400.0
audi,q3,2011.0,suv,diesel,schakel,177.0,30400.0
audi,q3,2011.0,suv,benzine,schakel,170.0,30400.0
audi,q3,2014.0,crossover,benzine,schakel,150.0,30400.0
audi,q3,2014.0,crossover,benzine,schakel,150.0,30400.0
audi,q3,2014.0,crossover,diesel,schakel,184.0,30400.0
audi,q3,2014.0,crossover,benzine,schakel,180.0,30400.0
audi,q3,2014.0,crossover,benzine,schakel,220.0,30400.0
audi,q3,2014.0,suv,benzine,schakel,150.0,30400.0
audi,q3,2014.0,suv,benzine,schakel,150.0,30400.0
audi,q3,2014.0,suv,diesel,schakel,150.0,30400.0
audi,q3,2014.0,suv,benzine,schakel,180.0,30400.0
audi,q3,2014.0,suv,diesel,schakel,184.0,30400.0
audi,q3,2014.0,suv,benzine,schakel,220.0,30400.0
audi,q3,2014.0,suv,diesel,schakel,120.0,30400.0
audi,q3,2014.0,suv,diesel,schakel,150.0,30400.0
audi,q3,2014.0,suv,benzine,schakel,180.0,30400.0
audi,q3,2014.0,suv,diesel,schakel,184.0,30400.0
audi,q3,2018.0,crossover,diesel,schakel,150.0,30400.0
audi,q3,2018.0,crossover,diesel,automaat,150.0,30400.0
audi,q3,2018.0,crossover,benzine,schakel,150.0,30400.0
audi,q3,2018.0,crossover,benzine,automaat,150.0,30400.0
audi,q3,2018.0,crossover,diesel,automaat,190.0,30400.0
audi,q3,2018.0,crossover,benzine,automaat,190.0,30400.0
audi,q3,2018.0,crossover,benzine,automaat,230.0,30400.0
audi,q5,2016.0,crossover,diesel,schakel,150.0,27300.0
audi,q5,2016.0,crossover,benzine,automaat,252.0,27300.0
audi,q5,2016.0,crossover,diesel,automaat,163.0,27300.0
audi,q5,2016.0,crossover,diesel,schakel,190.0,27300.0
audi,q5,2016.0,crossover,diesel,automaat,190.0,27300.0
audi,q5,2016.0,crossover,diesel,automaat,231.0,27300.0
audi,q5,2016.0,crossover,benzine,automaat,245.0,27300.0
audi,q5,2016.0,crossover,benzine,automaat,249.0,27300.0
audi,q5,2016.0,crossover,diesel,automaat,286.0,27300.0
audi,q5,2020.0,suv,diesel,automaat,204.0,27300.0
audi,q5,2008.0,crossover,diesel,automaat,170.0,27300.0
audi,q5,2008.0,crossover,diesel,schakel,143.0,27300.0
audi,q5,2008.0,crossover,diesel,schakel,170.0,27300.0
audi,q5,2008.0,crossover,benzine,automaat,245.0,27300.0
audi,q5,2008.0,crossover,benzine,schakel,180.0,27300.0
audi,q5,2008.0,crossover,benzine,schakel,211.0,27300.0
audi,q5,2008.0,crossover,benzine,automaat,211.0,27300.0
audi,q5,2008.0,crossover,diesel,automaat,240.0,27300.0
audi,q5,2008.0,crossover,benzine,automaat,270.0,27300.0
audi,q5,2012.0,crossover,diesel,schakel,143.0,27300.0
audi,q5,2012.0,crossover,diesel,schakel,150.0,27300.0
audi,q5,2012.0,crossover,diesel,schakel,177.0,27300.0
audi,q5,2012.0,crossover,diesel,automaat,177.0,27300.0
audi,q5,2012.0,crossover,benzine,automaat,211.0,27300.0
audi,q5,2012.0,crossover,benzine,schakel,180.0,27300.0
audi,q5,2012.0,crossover,benzine,schakel,225.0,27300.0
audi,q5,2012.0,crossover,benzine,schakel,230.0,27300.0
audi,q5,2012.0,crossover,benzine,automaat,180.0,27300.0
audi,q5,2012.0,crossover,benzine,automaat,225.0,27300.0
audi,q5,2012.0,crossover,benzine,automaat,230.0,27300.0
audi,q5,2012.0,crossover,diesel,automaat,258.0,27300.0
audi,q5,2012.0,crossover,diesel,automaat,245.0,27300.0
audi,q5,2012.0,crossover,benzine,automaat,272.0,27300.0
audi,q7,2005.0,crossover,diesel,automaat,233.0,25175.0
audi,q7,2005.0,crossover,diesel,automaat,240.0,25175.0
audi,q7,2005.0,crossover,benzine,automaat,280.0,25175.0
audi,q7,2005.0,crossover,benzine,automaat,350.0,25175.0
audi,q7,2005.0,crossover,diesel,automaat,326.0,25175.0
audi,q7,2005.0,crossover,diesel,automaat,500.0,25175.0
audi,q7,2008.0,crossover,diesel,automaat,245.0,25175.0
audi,q7,2008.0,crossover,diesel,automaat,204.0,25175.0
audi,q7,2008.0,crossover,benzine,automaat,272.0,25175.0
audi,q7,2008.0,crossover,benzine,automaat,333.0,25175.0
audi,q7,2008.0,crossover,benzine,automaat,280.0,25175.0
audi,q7,2008.0,crossover,benzine,automaat,350.0,25175.0
audi,q7,2008.0,crossover,diesel,automaat,340.0,25175.0
audi,q7,2008.0,crossover,diesel,automaat,500.0,25175.0
audi,q7,2015.0,crossover,benzine,automaat,252.0,25175.0
audi,q7,2015.0,crossover,diesel,automaat,249.0,25175.0
audi,q7,2015.0,crossover,benzine,automaat,333.0,25175.0
audi,q7,2015.0,suv,benzine,automaat,252.0,25175.0
audi,q7,2015.0,suv,diesel,automaat,218.0,25175.0
audi,q7,2015.0,suv,diesel,automaat,249.0,25175.0
audi,q7,2019.0,suv,diesel,automaat,231.0,25175.0
audi,q7,2019.0,suv,diesel,automaat,249.0,25175.0
audi,q7,2019.0,suv,diesel,automaat,286.0,25175.0
audi,q7,2019.0,suv,benzine,automaat,340.0,25175.0
audi,r8,2007.0,coupe,benzine,schakel,430.0,89900.0
audi,r8,2007.0,coupe,benzine,automaat,430.0,89900.0
audi,r8,2007.0,coupe,benzine,schakel,525.0,89900.0
audi,r8,2007.0,coupe,benzine,automaat,525.0,89900.0
audi,r8,2007.0,coupe,benzine,automaat,560.0,89900.0
audi,r8,2007.0,cabriolet,benzine,automaat,560.0,89900.0
audi,r8,2007.0,cabriolet,benzine,schakel,430.0,89900.0
audi,r8,2007.0,cabriolet,benzine,automaat,430.0,89900.0
audi,r8,2007.0,cabriolet,benzine,schakel,525.0,89900.0
audi,r8,2007.0,cabriolet,benzine,automaat,525.0,89900.0
audi,r8,2012.0,coupe,benzine,schakel,430.0,89900.0
audi,r8,2012.0,coupe,benzine,automaat,430.0,89900.0
audi,r8,2012.0,coupe,benzine,schakel,525.0,89900.0
audi,r8,2012.0,coupe,benzine,schakel,550.0,89900.0
audi,r8,2012.0,coupe,benzine,automaat,525.0,89900.0
audi,r8,2012.0,coupe,benzine,automaat,550.0,89900.0
audi,r8,2012.0,suv,benzine,automaat,430.0,89900.0
audi,r8,2012.0,suv,benzine,schakel,430.0,89900.0
audi,r8,2012.0,suv,benzine,automaat,525.0,89900.0
audi,r8,2012.0,suv,benzine,schakel,525.0,89900.0
audi,r8,2012.0,cabriolet,benzine,schakel,430.0,89900.0
audi,r8,2012.0,cabriolet,benzine,automaat,430.0,89900.0
audi,r8,2012.0,cabriolet,benzine,schakel,525.0,89900.0
audi,r8,2012.0,cabriolet,benzine,automaat,525.0,89900.0
audi,r8,2015.0,coupe,benzine,automaat,540.0,89900.0
audi,r8,2015.0,coupe,benzine,automaat,610.0,89900.0
audi,r8,2015.0,coupe,benzine,automaat,548.0,89900.0
audi,r8,2015.0,coupe,benzine,automaat,619.0,89900.0
audi,r8,2015.0,roadster,benzine,automaat,610.0,89900.0
audi,r8,2015.0,roadster,benzine,automaat,540.0,89900.0
audi,r8,2015.0,roadster,benzine,automaat,548.0,89900.0
audi,rs 4,2000.0,wagon,benzine,schakel,380.0,27000.0
audi,rs 4,2005.0,wagon,benzine,schakel,420.0,27000.0
audi,rs 4,2005.0,cabriolet,benzine,schakel,420.0,27000.0
audi,rs 4,2005.0,sedan,benzine,schakel,420.0,27000.0
audi,rs 4,2017.0,wagon,benzine,automaat,450.0,27000.0
audi,rs 4,2019.0,suv,benzine,automaat,450.0,27000.0
audi,rs 5,2017.0,coupe,benzine,automaat,450.0,57500.0
audi,rs 5,2017.0,liftback,benzine,automaat,450.0,57500.0
audi,rs 5,2019.0,suv,benzine,automaat,450.0,57500.0
audi,rs 6,2002.0,sedan,benzine,automaat,450.0,13400.0
audi,rs 6,2002.0,wagon,benzine,automaat,450.0,13400.0
audi,rs 6,2002.0,suv,benzine,automaat,450.0,13400.0
audi,rs 6,2008.0,sedan,benzine,automaat,580.0,13400.0
audi,rs 6,2008.0,wagon,benzine,automaat,580.0,13400.0
audi,rs 6,2013.0,wagon,benzine,automaat,560.0,13400.0
audi,rs 6,2014.0,wagon,benzine,automaat,605.0,13400.0
audi,rs 6,2014.0,wagon,benzine,automaat,560.0,13400.0
audi,rs 6,2019.0,suv,benzine,automaat,600.0,13400.0
audi,rs 7,2013.0,liftback,benzine,automaat,560.0,103400.0
audi,rs 7,2014.0,liftback,benzine,automaat,605.0,103400.0
audi,rs 7,2014.0,liftback,benzine,automaat,560.0,103400.0
audi,s4,1991.0,wagon,benzine,automaat,230.0,27000.0
audi,s4,1991.0,wagon,benzine,schakel,230.0,27000.0
audi,s4,1991.0,wagon,benzine,schakel,280.0,27000.0
audi,s4,1991.0,sedan,benzine,automaat,230.0,27000.0
audi,s4,1991.0,sedan,benzine,schakel,230.0,27000.0
audi,s4,1991.0,sedan,benzine,schakel,280.0,27000.0
audi,s4,1997.0,wagon,benzine,schakel,265.0,27000.0
audi,s4,1997.0,sedan,benzine,schakel,265.0,27000.0
audi,s4,2003.0,wagon,benzine,schakel,344.0,27000.0
audi,s4,2003.0,wagon,benzine,automaat,344.0,27000.0
audi,s4,2003.0,cabriolet,benzine,schakel,344.0,27000.0
audi,s4,2003.0,cabriolet,benzine,automaat,344.0,27000.0
audi,s4,2003.0,sedan,benzine,schakel,344.0,27000.0
audi,s4,2003.0,sedan,benzine,automaat,344.0,27000.0
audi,s4,2005.0,wagon,benzine,schakel,344.0,27000.0
audi,s4,2005.0,wagon,benzine,automaat,344.0,27000.0
audi,s4,2005.0,cabriolet,benzine,schakel,344.0,27000.0
audi,s4,2005.0,cabriolet,benzine,automaat,344.0,27000.0
audi,s4,2005.0,sedan,benzine,schakel,344.0,27000.0
audi,s4,2005.0,sedan,benzine,automaat,344.0,27000.0
audi,s4,2009.0,wagon,benzine,schakel,333.0,27000.0
audi,s4,2009.0,wagon,benzine,automaat,333.0,27000.0
audi,s4,2009.0,sedan,benzine,schakel,333.0,27000.0
audi,s4,2009.0,sedan,benzine,automaat,333.0,27000.0
audi,s4,2009.0,suv,benzine,automaat,333.0,27000.0
audi,s4,2009.0,suv,benzine,schakel,333.0,27000.0
audi,s4,2011.0,wagon,benzine,automaat,333.0,27000.0
audi,s4,2011.0,sedan,benzine,automaat,333.0,27000.0
audi,s4,2016.0,wagon,diesel,automaat,347.0,27000.0
audi,s4,2016.0,wagon,benzine,automaat,354.0,27000.0
audi,s4,2016.0,sedan,diesel,automaat,347.0,27000.0
audi,s4,2016.0,sedan,benzine,automaat,354.0,27000.0
audi,s5,2008.0,cabriolet,benzine,schakel,333.0,31500.0
audi,s5,2008.0,coupe,benzine,schakel,354.0,31500.0
audi,s5,2008.0,coupe,benzine,automaat,354.0,31500.0
audi,s5,2008.0,liftback,benzine,schakel,333.0,31500.0
audi,s5,2012.0,cabriolet,benzine,automaat,333.0,31500.0
audi,s5,2012.0,coupe,benzine,automaat,333.0,31500.0
audi,s5,2012.0,liftback,benzine,automaat,333.0,31500.0
audi,s5,2016.0,cabriolet,benzine,automaat,354.0,31500.0
audi,s5,2016.0,coupe,benzine,automaat,354.0,31500.0
audi,s5,2016.0,liftback,benzine,automaat,354.0,31500.0
audi,s5,2019.0,suv,benzine,automaat,354.0,31500.0
audi,s5,2019.0,suv,diesel,automaat,347.0,31500.0
audi,s6,1994.0,sedan,benzine,automaat,230.0,16500.0
audi,s6,1994.0,sedan,benzine,schakel,230.0,16500.0
audi,s6,1994.0,sedan,benzine,automaat,280.0,16500.0
audi,s6,1994.0,sedan,benzine,schakel,280.0,16500.0
audi,s6,1994.0,sedan,benzine,schakel,326.0,16500.0
audi,s6,1994.0,wagon,benzine,automaat,230.0,16500.0
audi,s6,1994.0,wagon,benzine,schakel,230.0,16500.0
audi,s6,1994.0,wagon,benzine,automaat,280.0,16500.0
audi,s6,1994.0,wagon,benzine,schakel,280.0,16500.0
audi,s6,1999.0,sedan,benzine,schakel,340.0,16500.0
audi,s6,1999.0,sedan,benzine,automaat,340.0,16500.0
audi,s6,1999.0,wagon,benzine,automaat,340.0,16500.0
audi,s6,1999.0,wagon,benzine,schakel,340.0,16500.0
audi,s6,1999.0,suv,benzine,automaat,340.0,16500.0
audi,s6,1999.0,suv,benzine,schakel,340.0,16500.0
audi,s6,2006.0,sedan,benzine,automaat,435.0,16500.0
audi,s6,2006.0,wagon,benzine,automaat,435.0,16500.0
audi,s6,2012.0,wagon,benzine,automaat,420.0,16500.0
audi,s6,2012.0,sedan,benzine,automaat,420.0,16500.0
audi,s6,2014.0,wagon,benzine,automaat,450.0,16500.0
audi,s6,2014.0,sedan,benzine,automaat,450.0,16500.0
audi,s6,2019.0,suv,diesel,automaat,349.0,16500.0
audi,s6,2019.0,suv,benzine,automaat,450.0,16500.0
audi,s7,2012.0,liftback,benzine,automaat,420.0,69100.0
audi,s8,2019.0,suv,benzine,automaat,571.0,29000.0
audi,s8,1996.0,sedan,benzine,automaat,340.0,29000.0
audi,s8,1996.0,sedan,benzine,schakel,340.0,29000.0
audi,s8,1999.0,sedan,benzine,automaat,360.0,29000.0
audi,s8,1999.0,sedan,benzine,schakel,360.0,29000.0
audi,s8,2005.0,sedan,benzine,automaat,450.0,29000.0
audi,s8,2005.0,sedan,benzine,automaat,450.0,29000.0
audi,s8,2012.0,sedan,benzine,automaat,520.0,29000.0
audi,s8,2013.0,sedan,benzine,automaat,520.0,29000.0
audi,s8,2013.0,sedan,benzine,automaat,605.0,29000.0
audi,sq5,2017.0,crossover,benzine,automaat,354.0,47500.0
audi,sq5,2020.0,suv,diesel,automaat,341.0,47500.0
audi,sq5,2012.0,crossover,diesel,automaat,313.0,47500.0
audi,sq5,2012.0,crossover,benzine,automaat,354.0,47500.0
audi,tt,2006.0,suv,benzine,schakel,160.0,6250.0
audi,tt,2006.0,suv,benzine,schakel,160.0,6250.0
audi,tt,2006.0,suv,benzine,schakel,200.0,6250.0
audi,tt,2006.0,suv,benzine,schakel,211.0,6250.0
audi,tt,2006.0,suv,diesel,schakel,170.0,6250.0
audi,tt,2006.0,suv,benzine,schakel,200.0,6250.0
audi,tt,2006.0,suv,benzine,schakel,200.0,6250.0
audi,tt,2006.0,suv,benzine,schakel,211.0,6250.0
audi,tt,2006.0,suv,diesel,schakel,170.0,6250.0
audi,tt,2006.0,suv,benzine,schakel,200.0,6250.0
audi,tt,2006.0,suv,benzine,schakel,250.0,6250.0
audi,tt,2006.0,suv,benzine,schakel,250.0,6250.0
audi,tt,2006.0,coupe,benzine,schakel,160.0,6250.0
audi,tt,2006.0,coupe,diesel,schakel,170.0,6250.0
audi,tt,2006.0,coupe,benzine,schakel,200.0,6250.0
audi,tt,2006.0,coupe,benzine,schakel,200.0,6250.0
audi,tt,2006.0,coupe,benzine,schakel,250.0,6250.0
audi,tt,2006.0,coupe,benzine,schakel,250.0,6250.0
audi,tt,2006.0,roadster,benzine,schakel,160.0,6250.0
audi,tt,2006.0,roadster,diesel,schakel,170.0,6250.0
audi,tt,2006.0,roadster,benzine,schakel,200.0,6250.0
audi,tt,2006.0,roadster,benzine,schakel,200.0,6250.0
audi,tt,2006.0,roadster,benzine,schakel,250.0,6250.0
audi,tt,2006.0,roadster,benzine,schakel,250.0,6250.0
audi,tt,2006.0,coupe,benzine,schakel,340.0,6250.0
audi,tt,2006.0,roadster,benzine,schakel,340.0,6250.0
audi,tt,2006.0,coupe,benzine,schakel,272.0,6250.0
audi,tt,2006.0,roadster,benzine,schakel,272.0,6250.0
audi,tt,2010.0,suv,benzine,schakel,160.0,6250.0
audi,tt,2010.0,suv,benzine,schakel,160.0,6250.0
audi,tt,2010.0,suv,diesel,schakel,170.0,6250.0
audi,tt,2010.0,suv,benzine,schakel,211.0,6250.0
audi,tt,2010.0,suv,benzine,schakel,211.0,6250.0
audi,tt,2010.0,suv,diesel,schakel,170.0,6250.0
audi,tt,2010.0,coupe,benzine,schakel,160.0,6250.0
audi,tt,2010.0,coupe,benzine,schakel,160.0,6250.0
audi,tt,2010.0,coupe,benzine,schakel,211.0,6250.0
audi,tt,2010.0,coupe,benzine,schakel,211.0,6250.0
audi,tt,2010.0,coupe,benzine,schakel,211.0,6250.0
audi,tt,2010.0,roadster,benzine,schakel,160.0,6250.0
audi,tt,2010.0,roadster,benzine,schakel,160.0,6250.0
audi,tt,2010.0,roadster,benzine,schakel,211.0,6250.0
