merk,model,bouwjaar,type_auto,brandstof,vermogen,prijs,CO2_wltp,Electric_range_km,Engine_cm3,Transmission,Mileage,Condition,Torque_Nm,Performance_0_100_sec,Seats,Engine_Size_L,Acceleration_0_60_sec,Number_of_Cylinders,Number_of_Doors,Tax,MPG,Top_Speed_mph,Mileage_MPG,Image_ID,Image_name,Genmodel_ID,Predicted_viewpoint,Image_Path
tesla,model y,2012,onbekend,diesel,1.0,61179.0,,,,,,,498.0,5.0,5.0,4.0,,0.0,,,,,,,,,,
honda,cr-v,2022,jeep,hybrid,3.0,26834.0,,,,,,,400.0,8.2,5.0,3.8,7.5,4.0,5.0,,,,,,,,,
ford,focus,2008,sedan,diesel,9.0,50475.0,124.0,0.0,999.0,Manual,89000.0,,275.0,6.5,5.0,3.4,,,,200.0,42.2,,,29_14$$1253$$5,Ford$$Focus$$2008$$Black$$29_14$$1253$$image_5.jpg,29_14,180.0,Ford$$Focus$$2008$$Black$$29_14$$1253$$image_5.jpg
honda,cr-v,2020,jeep,petrol,5.0,43577.0,,,,,,,400.0,8.2,5.0,3.8,7.5,4.0,5.0,,,,,,,,,
ford,fiesta,2005,sedan,electric,92.0,87950.0,120.0,0.0,999.0,Manual,119000.0,,210.0,7.0,5.0,3.5,,,,165.0,45.6,,,29_13$$1251$$2,Ford$$Fiesta$$2005$$Black$$29_13$$1251$$image_2.jpg,29_13,45.0,Ford$$Fiesta$$2005$$Black$$29_13$$1251$$image_2.jpg
toyota,corolla,2011,sedan,hybrid,1.0,8055.0,,,,,6329.0,,200.0,9.4,5.0,3.3,,4.0,4.0,135.0,72.4,,,,,,,
ford,fiesta,2001,sedan,diesel,1.0,90105.0,120.0,0.0,999.0,,17839.0,,210.0,7.0,5.0,3.5,,,,145.0,62.8,,,29_13$$714$$30,Ford$$Fiesta$$2001$$Black$$29_13$$714$$image_30.jpg,29_13,45.0,Ford$$Fiesta$$2001$$Black$$29_13$$714$$image_30.jpg
ford,mustang,2002,coupe,electric,7.0,66948.0,268.0,0.0,5038.0,,5064.0,,530.0,4.3,4.0,3.1,4.75,,2.0,145.0,22.8,,,,,,,
bmw,5 series,2002,onbekend,diesel,6.0,75066.0,,,,Automatic,96658.0,,304.0,,,3.2,5.95,,,325.0,26.1,,,8_9$$131$$1,BMW$$5 Series$$2002$$Blue$$8_9$$131$$image_1.jpg,8_9,45.0,BMW$$5 Series$$2002$$Blue$$8_9$$131$$image_1.jpg
ford,mustang,2011,coupe,hybrid,9.0,5248.0,268.0,0.0,5038.0,,5064.0,,530.0,4.3,4.0,3.1,4.75,,2.0,145.0,22.8,,,,,,,
ford,focus,2014,sedan,diesel,9.0,64683.0,124.0,0.0,999.0,Manual,45231.5,,275.0,6.5,5.0,3.4,,,,30.0,56.5,,,29_14$$1149$$3,Ford$$Focus$$2014$$Black$$29_14$$1149$$image_3.jpg,29_14,180.0,Ford$$Focus$$2014$$Black$$29_14$$1149$$image_3.jpg
mercedes,e-class,2008,onbekend,diesel,3.0,60906.0,,,,,,,,,,3.0,,4.0,4.0,,,,,,,,,
toyota,prius,2022,hatchback,diesel,90.2297,56035.0,,,,,27849.5,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,85.6,,,,,,,
tesla,model s,2007,onbekend,electric,2.0,79657.0,,,,,,,967.0,3.1,5.0,3.3,,0.0,4.0,,,,,,,,,
bmw,x5,2010,jeep,hybrid,5.0,57808.0,,,,Automatic,77000.0,,390.0,,,3.7,4.949999999999999,,,300.0,37.7,,,8_39$$1013$$1,BMW$$X5$$2010$$Black$$8_39$$1013$$image_1.jpg,8_39,0.0,BMW$$X5$$2010$$Black$$8_39$$1013$$image_1.jpg
mercedes,c-class,2015,onbekend,hybrid,8.0,86424.0,,,,,,,370.0,,,3.35,5.9,4.0,4.0,,,,,,,,,
audi,q7,2021,jeep,electric,9.0,27100.0,215.0,0.0,2967.0,,13213.0,,600.0,6.3,7.0,3.3,5.7,4.0,,145.0,33.6,,,,,,,
toyota,prius,2003,hatchback,electric,1.0,81568.0,,,,,27849.5,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,85.6,,,,,,,
toyota,camry,2000,sedan,electric,1.0,22035.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,92_9,315.0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg
audi,a4,2023,sedan,petrol,4.0,82246.0,,,,Automatic,23517.0,,400.0,6.5,5.0,3.35,6.6,4.0,,145.0,52.3,,,,,,,
tesla,model 3,2006,onbekend,diesel,4.0,94344.0,,,,,,,420.0,5.8,5.0,3.4,5.25,0.0,4.0,,,,,,,,,
ford,explorer,2001,jeep,diesel,9.0,36891.0,71.0,48.0,2956.0,,,,460.0,6.0,7.0,3.7,6.8,,4.0,,,,,,,,,
mercedes,glc,2023,onbekend,hybrid,6.0,55339.0,,,,,,,,,,3.55,,,,,,,,,,,,
honda,fit,2004,hatchback,diesel,1.0,67541.0,,,,,,,139.0,,,3.3,8.8,,,,,,,,,,,
bmw,5 series,2006,onbekend,petrol,4.0,12550.0,,,,Automatic,97000.0,,304.0,,,3.2,5.95,,,565.0,29.7,,,,,,,
honda,civic,2003,sedan,electric,117.8206,51938.0,,,,,,,400.0,8.5,5.0,3.25,8.2,4.0,4.0,,,,,,,,,
audi,a3,2004,sedan,hybrid,1.0,39256.0,,,,Automatic,28477.0,,,,,3.3,,4.0,,305.0,36.2,,,7_3$$1187$$8,Audi$$A3$$2004$$Black$$7_3$$1187$$image_8.jpg,7_3,45.0,Audi$$A3$$2004$$Black$$7_3$$1187$$image_8.jpg
toyota,rav4,2023,onbekend,hybrid,1.0,87883.0,,,,Automatic,31250.0,,400.0,8.1,5.0,3.5,8.0,4.0,4.5,125.0,55.4,,,,,,,
tesla,model s,2000,onbekend,diesel,2.0,88285.0,,,,,,,967.0,3.1,5.0,3.3,,0.0,4.0,,,,,,,,,
toyota,prius,2000,hatchback,hybrid,3.0,71574.0,,,,,27849.5,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,85.6,,,,,,,
bmw,x5,2014,jeep,electric,269.9434,67294.0,,,,Automatic,50351.0,,390.0,,,3.7,4.949999999999999,,,200.0,47.1,,,8_39$$102$$0,BMW$$X5$$2014$$Black$$8_39$$102$$image_0.jpg,8_39,0.0,BMW$$X5$$2014$$Black$$8_39$$102$$image_0.jpg
toyota,corolla,2019,sedan,hybrid,7.0,74700.0,,,,Automatic,6551.0,,200.0,9.4,5.0,3.3,,4.0,4.0,135.0,72.4,,,,,,,
toyota,prius,2018,hatchback,electric,1.0,39769.0,,,,Automatic,31786.0,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,135.0,94.1,,,92_30$$874$$8,Toyota$$Prius$$2018$$Blue$$92_30$$874$$image_8.jpg,92_30,45.0,Toyota$$Prius$$2018$$Blue$$92_30$$874$$image_8.jpg
bmw,x3,2009,jeep,petrol,8.0,43429.0,,,,Automatic,82500.0,,,,,3.7,,,,227.5,43.900000000000006,,,8_37$$334$$3,BMW$$X3$$2009$$Black$$8_37$$334$$image_3.jpg,8_37,0.0,BMW$$X3$$2009$$Black$$8_37$$334$$image_3.jpg
mercedes,e-class,2017,onbekend,petrol,4.0,57602.0,,,,,,,,,,3.0,,4.0,4.0,,,,,,,,,
mercedes,c-class,2002,onbekend,electric,3.0,94113.0,,,,,,,370.0,,,3.35,5.9,4.0,4.0,,,,,,,,,
bmw,3 series,2010,onbekend,diesel,8.0,73780.0,,,,Manual,80500.0,,,,,3.7,,,,162.5,47.2,,,,,,,
tesla,model s,2014,onbekend,hybrid,3.0,57344.0,,,,,,,967.0,3.1,5.0,3.3,,0.0,4.0,,,,,90_1$$19$$0,Tesla$$Model S$$2014$$Black$$90_1$$19$$image_0.jpg,90_1,0.0,Tesla$$Model S$$2014$$Black$$90_1$$19$$image_0.jpg
audi,a3,2010,sedan,diesel,4.0,78189.0,,,,Manual,68493.0,,,,,3.3,,4.0,,145.0,52.3,,,7_3$$354$$3,Audi$$A3$$2010$$Beige$$7_3$$354$$image_3.jpg,7_3,180.0,Audi$$A3$$2010$$Beige$$7_3$$354$$image_3.jpg
toyota,camry,2016,sedan,hybrid,7.0,40235.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,,,,,
tesla,model s,2016,onbekend,petrol,499.619,74394.0,,,,,,,967.0,3.1,5.0,3.3,,0.0,4.0,,,,,90_1$$16$$11,Tesla$$Model S$$2016$$Black$$90_1$$16$$image_11.jpg,90_1,0.0,Tesla$$Model S$$2016$$Black$$90_1$$16$$image_11.jpg
toyota,prius,2005,hatchback,petrol,6.0,44014.0,,,,Automatic,130000.0,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,10.0,65.7,,,92_30$$158$$0,Toyota$$Prius$$2005$$Black$$92_30$$158$$image_0.jpg,92_30,45.0,Toyota$$Prius$$2005$$Black$$92_30$$158$$image_0.jpg
audi,q7,2004,jeep,petrol,4.0,31568.0,215.0,0.0,2967.0,,13213.0,,600.0,6.3,7.0,3.3,5.7,4.0,,145.0,33.6,,,,,,,
mercedes,c-class,2007,onbekend,hybrid,4.0,62924.0,,,,,,,370.0,,,3.35,5.9,4.0,4.0,,,,,,,,,
tesla,model x,2001,sedan,petrol,2.0,70253.0,,,,,,,967.0,3.8,7.0,3.0,,0.0,,,,,,,,,,
ford,focus,2015,sedan,petrol,2.0,48633.0,124.0,0.0,999.0,Manual,43055.0,,275.0,6.5,5.0,3.4,,,,20.0,67.3,,,29_14$$1292$$3,Ford$$Focus$$2015$$Black$$29_14$$1292$$image_3.jpg,29_14,180.0,Ford$$Focus$$2015$$Black$$29_14$$1292$$image_3.jpg
ford,fiesta,2019,sedan,petrol,5.0,58723.0,120.0,0.0,999.0,Manual,6995.0,,210.0,7.0,5.0,3.5,,,,145.0,58.9,,,29_13$$4120$$3,Ford$$Fiesta$$2019$$Beige$$29_13$$4120$$image_3.jpg,29_13,45.0,Ford$$Fiesta$$2019$$Beige$$29_13$$4120$$image_3.jpg
ford,fiesta,2023,sedan,petrol,3.0,70936.0,120.0,0.0,999.0,,17839.0,,210.0,7.0,5.0,3.5,,,,145.0,62.8,,,,,,,
mercedes,c-class,2011,onbekend,diesel,1.0,77932.0,,,,,,,370.0,,,3.35,5.9,4.0,4.0,,,,,,,,,
mercedes,glc,2005,onbekend,petrol,7.0,90079.0,,,,,,,,,,3.55,,,,,,,,,,,,
audi,a3,2000,sedan,petrol,3.0,38682.0,,,,,22721.0,,,,,3.3,,4.0,,145.0,56.5,,,7_3$$887$$2,Audi$$A3$$2000$$Silver$$7_3$$887$$image_2.jpg,7_3,0.0,Audi$$A3$$2000$$Silver$$7_3$$887$$image_2.jpg
toyota,camry,2003,sedan,diesel,5.0,95390.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,,,,,
audi,a4,2016,sedan,diesel,4.0,65542.0,,,,Manual,40424.0,,400.0,6.5,5.0,3.35,6.6,4.0,,30.0,67.3,,,,,,,
audi,a3,2012,sedan,hybrid,2.0,79832.0,,,,Manual,63945.0,,,,,3.3,,4.0,,30.0,64.2,,,7_3$$1298$$22,Audi$$A3$$2012$$Black$$7_3$$1298$$image_22.jpg,7_3,180.0,Audi$$A3$$2012$$Black$$7_3$$1298$$image_22.jpg
mercedes,glc,2017,onbekend,electric,8.0,71478.0,,,,,,,,,,3.55,,,,,,,,,,,,
ford,focus,2004,sedan,petrol,8.0,24529.0,124.0,0.0,999.0,,17341.0,,275.0,6.5,5.0,3.4,,,,145.0,60.1,,,29_14$$1278$$1,Ford$$Focus$$2004$$Black$$29_14$$1278$$image_1.jpg,29_14,45.0,Ford$$Focus$$2004$$Black$$29_14$$1278$$image_1.jpg
honda,fit,2023,hatchback,petrol,6.0,11787.0,,,,CVT,,,139.0,,,3.3,8.8,,,,,,,,,,,
toyota,corolla,2023,sedan,petrol,1.0,73997.0,,,,,6329.0,,200.0,9.4,5.0,3.3,,4.0,4.0,135.0,72.4,,,,,,,
mercedes,c-class,2002,onbekend,hybrid,190.1535,53550.0,,,,,,,370.0,,,3.35,5.9,4.0,4.0,,,,,,,,,
ford,explorer,2010,jeep,petrol,9.0,71710.0,71.0,48.0,2956.0,,,,460.0,6.0,7.0,3.7,6.8,,4.0,,,,,,,,,
tesla,model s,2012,onbekend,electric,2.0,50300.0,,,,,,,967.0,3.1,5.0,3.3,,0.0,4.0,,,,,,,,,
honda,civic,2003,sedan,diesel,7.0,34662.0,,,,,,,400.0,8.5,5.0,3.25,8.2,4.0,4.0,,,,,,,,,
honda,accord,2013,sedan,hybrid,5.0,32077.0,,,,,,,370.0,7.1,5.0,3.9,,4.0,4.0,,,,,,,,,
mercedes,glc,2021,onbekend,diesel,9.0,74401.0,,,,,,,,,,3.55,,,,,,,,,,,,
bmw,x3,2010,jeep,petrol,8.0,31294.0,,,,,16509.0,,,,,3.7,,,,145.0,54.3,,,8_37$$153$$5,BMW$$X3$$2010$$Black$$8_37$$153$$image_5.jpg,8_37,0.0,BMW$$X3$$2010$$Black$$8_37$$153$$image_5.jpg
toyota,prius,2009,hatchback,petrol,5.0,72894.0,,,,Automatic,70430.5,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,70.6,,,92_30$$263$$2,Toyota$$Prius$$2009$$Black$$92_30$$263$$image_2.jpg,92_30,0.0,Toyota$$Prius$$2009$$Black$$92_30$$263$$image_2.jpg
honda,civic,2018,sedan,petrol,8.0,41476.0,,,,,,,400.0,8.5,5.0,3.25,8.2,4.0,4.0,,,,,,,,,
mercedes,glc,2017,onbekend,electric,0.0,78235.0,,,,,,,,,,3.55,,,,,,,,,,,,
mercedes,gla,2005,onbekend,electric,7.0,18567.0,,,,,,,,,,3.05,,,,,,,,,,,,
ford,mustang,2014,coupe,hybrid,4.0,24473.0,268.0,0.0,5038.0,,5064.0,,530.0,4.3,4.0,3.1,4.75,,2.0,145.0,22.8,,,,,,,
tesla,model s,2020,onbekend,diesel,6.0,70162.0,,,,,,,967.0,3.1,5.0,3.3,,0.0,4.0,,,,,,,,,
bmw,x3,2009,jeep,petrol,9.0,58222.0,,,,Automatic,82500.0,,,,,3.7,,,,227.5,43.900000000000006,,,8_37$$334$$3,BMW$$X3$$2009$$Black$$8_37$$334$$image_3.jpg,8_37,0.0,BMW$$X3$$2009$$Black$$8_37$$334$$image_3.jpg
toyota,corolla,2004,sedan,petrol,103.6523,24368.0,,,,Manual,103500.0,,200.0,9.4,5.0,3.3,,4.0,4.0,260.0,36.95,,,92_11$$109$$21,Toyota$$Corolla$$2004$$Blue$$92_11$$109$$image_21.jpg,92_11,45.0,Toyota$$Corolla$$2004$$Blue$$92_11$$109$$image_21.jpg
audi,q5,2004,jeep,petrol,5.0,90769.0,175.0,0.0,1968.0,,13246.0,,500.0,6.3,5.0,3.8,5.9,4.0,,145.0,39.2,,,,,,,
tesla,model 3,2009,onbekend,petrol,6.0,31215.0,,,,,,,420.0,5.8,5.0,3.4,5.25,0.0,4.0,,,,,,,,,
tesla,model x,2004,sedan,electric,1.0,45002.0,,,,,,,967.0,3.8,7.0,3.0,,0.0,,,,,,,,,,
ford,explorer,2002,jeep,diesel,2.0,24217.0,71.0,48.0,2956.0,,,,460.0,6.0,7.0,3.7,6.8,,4.0,,,,,,,,,
honda,fit,2022,hatchback,diesel,7.0,41863.0,,,,,,,139.0,,,3.3,8.8,,,,,,,,,,,
honda,fit,2005,hatchback,hybrid,2.0,51706.0,,,,,,,139.0,,,3.3,8.8,,,,,,,,,,,
ford,mustang,2003,coupe,electric,330.0,33048.0,268.0,0.0,5038.0,,5064.0,,530.0,4.3,4.0,3.1,4.75,,2.0,145.0,22.8,,,,,,,
mercedes,glc,2017,onbekend,petrol,3.0,78064.0,,,,,,,,,,3.55,,,,,,,,,,,,
honda,fit,2008,hatchback,diesel,95.4496,42424.0,,,,,,,139.0,,,3.3,8.8,,,,,,,,,,,
bmw,3 series,2016,onbekend,diesel,9.0,74303.0,,,,Automatic,39266.0,,,,,3.7,,,,30.0,62.8,,,,,,,
toyota,corolla,2012,sedan,electric,5.0,24672.0,,,,,6329.0,,200.0,9.4,5.0,3.3,,4.0,4.0,135.0,72.4,,,,,,,
tesla,model x,2014,sedan,hybrid,9.0,40818.0,,,,,,,967.0,3.8,7.0,3.0,,0.0,,,,,,,,,,
tesla,model s,2019,onbekend,hybrid,8.0,5766.0,,,,,,,967.0,3.1,5.0,3.3,,0.0,4.0,,,,,,,,,
bmw,5 series,2016,onbekend,petrol,5.0,77071.0,,,,Automatic,41052.0,,304.0,,,3.2,5.95,,,30.0,62.8,,,8_9$$24$$2,BMW$$5 Series$$2016$$Black$$8_9$$24$$image_2.jpg,8_9,270.0,BMW$$5 Series$$2016$$Black$$8_9$$24$$image_2.jpg
honda,cr-v,2012,jeep,hybrid,2.0,64459.0,,,,,,,400.0,8.2,5.0,3.8,7.5,4.0,5.0,,,,,34_3$$591$$0,Honda$$CR-V$$2012$$Black$$34_3$$591$$image_0.jpg,34_3,0.0,Honda$$CR-V$$2012$$Black$$34_3$$591$$image_0.jpg
tesla,model y,2015,onbekend,diesel,9.0,82693.0,,,,,,,498.0,5.0,5.0,4.0,,0.0,,,,,,,,,,
audi,a3,2021,sedan,hybrid,8.0,48283.0,,,,,22721.0,,,,,3.3,,4.0,,145.0,56.5,,,,,,,
toyota,prius,2003,hatchback,petrol,9.0,80975.0,,,,,27849.5,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,85.6,,,,,,,
toyota,prius,2004,hatchback,diesel,7.0,66520.0,,,,,27849.5,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,85.6,,,,,,,
tesla,model y,2004,onbekend,hybrid,3.0,5343.0,,,,,,,498.0,5.0,5.0,4.0,,0.0,,,,,,,,,,
ford,explorer,2008,jeep,hybrid,4.0,29101.0,71.0,48.0,2956.0,,,,460.0,6.0,7.0,3.7,6.8,,4.0,,,,,,,,,
tesla,model y,2016,onbekend,electric,5.0,51920.0,,,,,,,498.0,5.0,5.0,4.0,,0.0,,,,,,,,,,
ford,fiesta,2012,sedan,petrol,2.0,63775.0,120.0,0.0,999.0,Manual,58400.0,,210.0,7.0,5.0,3.5,,,,125.0,50.4,,,29_13$$1252$$6,Ford$$Fiesta$$2012$$Black$$29_13$$1252$$image_6.jpg,29_13,180.0,Ford$$Fiesta$$2012$$Black$$29_13$$1252$$image_6.jpg
tesla,model 3,2001,onbekend,hybrid,6.0,11231.0,,,,,,,420.0,5.8,5.0,3.4,5.25,0.0,4.0,,,,,,,,,
audi,q7,2012,jeep,electric,210.0,71983.0,215.0,0.0,2967.0,Automatic,87000.0,,600.0,6.3,7.0,3.3,5.7,4.0,,300.0,38.2,,,7_21$$1064$$0,Audi$$Q7$$2012$$Black$$7_21$$1064$$image_0.jpg,7_21,0.0,Audi$$Q7$$2012$$Black$$7_21$$1064$$image_0.jpg
mercedes,glc,2021,onbekend,diesel,4.0,56636.0,,,,,,,,,,3.55,,,,,,,,,,,,
toyota,prius,2020,hatchback,electric,5.0,54949.0,,,,Automatic,863.0,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,135.0,64.2,,,,,,,
tesla,model y,2022,onbekend,electric,3.0,32744.0,,,,,,,498.0,5.0,5.0,4.0,,0.0,,,,,,,,,,
audi,a4,2018,sedan,hybrid,3.0,61508.0,,,,Manual,16536.5,,400.0,6.5,5.0,3.35,6.6,4.0,,145.0,51.4,,,,,,,
ford,fiesta,2002,sedan,hybrid,8.0,7612.0,120.0,0.0,999.0,,17839.0,,210.0,7.0,5.0,3.5,,,,145.0,62.8,,,29_13$$1554$$1,Ford$$Fiesta$$2002$$Black$$29_13$$1554$$image_1.jpg,29_13,45.0,Ford$$Fiesta$$2002$$Black$$29_13$$1554$$image_1.jpg
ford,fiesta,2009,sedan,hybrid,7.0,11147.0,120.0,0.0,999.0,Manual,65700.0,,210.0,7.0,5.0,3.5,,,,145.0,49.6,,,29_13$$1171$$5,Ford$$Fiesta$$2009$$Beige$$29_13$$1171$$image_5.jpg,29_13,180.0,Ford$$Fiesta$$2009$$Beige$$29_13$$1171$$image_5.jpg
toyota,corolla,2001,sedan,electric,5.0,74718.0,,,,Automatic,76000.0,,200.0,9.4,5.0,3.3,,4.0,4.0,300.0,35.3,,,92_11$$73$$0,Toyota$$Corolla$$2001$$Green$$92_11$$73$$image_0.jpg,92_11,45.0,Toyota$$Corolla$$2001$$Green$$92_11$$73$$image_0.jpg
bmw,5 series,2012,onbekend,diesel,7.0,35580.0,,,,Automatic,72362.5,,304.0,,,3.2,5.95,,,125.0,57.6,,,8_9$$246$$0,BMW$$5 Series$$2012$$Black$$8_9$$246$$image_0.jpg,8_9,0.0,BMW$$5 Series$$2012$$Black$$8_9$$246$$image_0.jpg
tesla,model x,2018,sedan,petrol,4.0,37962.0,,,,,,,967.0,3.8,7.0,3.0,,0.0,,,,,,,,,,
honda,cr-v,2016,jeep,electric,7.0,24797.0,,,,,,,400.0,8.2,5.0,3.8,7.5,4.0,5.0,,,,,34_3$$1059$$4,Honda$$CR-V$$2016$$Black$$34_3$$1059$$image_4.jpg,34_3,0.0,Honda$$CR-V$$2016$$Black$$34_3$$1059$$image_4.jpg
ford,fiesta,2020,sedan,hybrid,5.0,47334.0,120.0,0.0,999.0,Manual,183.0,,210.0,7.0,5.0,3.5,,,,145.0,56.5,,,,,,,
mercedes,e-class,2013,onbekend,petrol,2.0,9939.0,,,,,,,,,,3.0,,4.0,4.0,,,,,,,,,
mercedes,glc,2011,onbekend,diesel,6.0,33535.0,,,,,,,,,,3.55,,,,,,,,,,,,
ford,fiesta,2020,sedan,petrol,6.0,55077.0,120.0,0.0,999.0,Manual,183.0,,210.0,7.0,5.0,3.5,,,,145.0,56.5,,,,,,,
bmw,3 series,2011,onbekend,hybrid,6.0,49235.0,,,,Manual,78000.0,,,,,3.7,,,,135.0,57.15,,,,,,,
bmw,3 series,2010,onbekend,electric,0.0,99969.0,,,,Manual,80500.0,,,,,3.7,,,,162.5,47.2,,,,,,,
audi,q5,2006,jeep,electric,3.0,41933.0,175.0,0.0,1968.0,,13246.0,,500.0,6.3,5.0,3.8,5.9,4.0,,145.0,39.2,,,,,,,
mercedes,c-class,2003,onbekend,hybrid,7.0,41765.0,,,,,,,370.0,,,3.35,5.9,4.0,4.0,,,,,,,,,
audi,a4,2018,sedan,electric,8.0,52840.0,,,,Manual,16536.5,,400.0,6.5,5.0,3.35,6.6,4.0,,145.0,51.4,,,,,,,
mercedes,gla,2000,onbekend,hybrid,6.0,23079.0,,,,,,,,,,3.05,,,,,,,,,,,,
tesla,model s,2023,onbekend,electric,3.0,88249.0,,,,,,,967.0,3.1,5.0,3.3,,0.0,4.0,,,,,,,,,
tesla,model x,2002,sedan,electric,8.0,59365.0,,,,,,,967.0,3.8,7.0,3.0,,0.0,,,,,,,,,,
honda,accord,2012,sedan,electric,1.0,23250.0,,,,,,,370.0,7.1,5.0,3.9,,4.0,4.0,,,,,34_1$$1$$0,Honda$$Accord$$2012$$Black$$34_1$$1$$image_0.jpg,34_1,0.0,Honda$$Accord$$2012$$Black$$34_1$$1$$image_0.jpg
tesla,model x,2014,sedan,diesel,7.0,80377.0,,,,,,,967.0,3.8,7.0,3.0,,0.0,,,,,,,,,,
honda,civic,2001,sedan,diesel,6.0,8262.0,,,,,,,400.0,8.5,5.0,3.25,8.2,4.0,4.0,,,,,34_2$$622$$3,Honda$$Civic$$2001$$Black$$34_2$$622$$image_3.jpg,34_2,45.0,Honda$$Civic$$2001$$Black$$34_2$$622$$image_3.jpg
tesla,model 3,2010,onbekend,hybrid,3.0,98344.0,,,,,,,420.0,5.8,5.0,3.4,5.25,0.0,4.0,,,,,,,,,
toyota,camry,2003,sedan,diesel,7.0,87189.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,,,,,
tesla,model x,2018,sedan,hybrid,5.0,60066.0,,,,,,,967.0,3.8,7.0,3.0,,0.0,,,,,,,,,,
audi,a4,2016,sedan,petrol,7.0,15573.0,,,,Manual,40424.0,,400.0,6.5,5.0,3.35,6.6,4.0,,30.0,67.3,,,,,,,
ford,explorer,2002,jeep,petrol,4.0,25451.0,71.0,48.0,2956.0,,,,460.0,6.0,7.0,3.7,6.8,,4.0,,,,,,,,,
audi,q7,2017,jeep,diesel,3.0,31546.0,215.0,0.0,2967.0,Semi-Auto,29944.5,,600.0,6.3,7.0,3.3,5.7,4.0,,145.0,39.2,,,7_21$$202$$5,Audi$$Q7$$2017$$Black$$7_21$$202$$image_5.jpg,7_21,0.0,Audi$$Q7$$2017$$Black$$7_21$$202$$image_5.jpg
ford,fiesta,2007,sedan,petrol,4.0,27898.0,120.0,0.0,999.0,Manual,71000.0,,210.0,7.0,5.0,3.5,,,,160.0,45.6,,,29_13$$1786$$2,Ford$$Fiesta$$2007$$Black$$29_13$$1786$$image_2.jpg,29_13,180.0,Ford$$Fiesta$$2007$$Black$$29_13$$1786$$image_2.jpg
bmw,5 series,2021,onbekend,petrol,8.0,52264.0,,,,,23105.5,,304.0,,,3.2,5.95,,,145.0,60.1,,,,,,,
audi,q5,2023,jeep,electric,3.0,94733.0,175.0,0.0,1968.0,Automatic,13246.0,,500.0,6.3,5.0,3.8,5.9,4.0,,145.0,39.2,,,,,,,
bmw,x5,2018,jeep,electric,6.0,47196.0,,,,Automatic,22708.0,,390.0,,,3.7,4.949999999999999,,,145.0,47.1,,,8_39$$1181$$2,BMW$$X5$$2018$$Black$$8_39$$1181$$image_2.jpg,8_39,0.0,BMW$$X5$$2018$$Black$$8_39$$1181$$image_2.jpg
honda,fit,2004,hatchback,hybrid,4.0,67849.0,,,,,,,139.0,,,3.3,8.8,,,,,,,,,,,
honda,fit,2006,hatchback,petrol,2.0,70415.0,,,,,,,139.0,,,3.3,8.8,,,,,,,,,,,
toyota,corolla,2020,sedan,hybrid,9.0,87800.0,,,,Automatic,2898.5,,200.0,9.4,5.0,3.3,,4.0,4.0,135.0,53.3,,,,,,,
tesla,model y,2007,onbekend,hybrid,8.0,8213.0,,,,,,,498.0,5.0,5.0,4.0,,0.0,,,,,,,,,,
audi,a4,2004,sedan,petrol,2.0,43411.0,,,,Manual,110000.0,,400.0,6.5,5.0,3.35,6.6,4.0,,315.0,36.2,,,7_5$$449$$5,Audi$$A4$$2004$$Black$$7_5$$449$$image_5.jpg,7_5,45.0,Audi$$A4$$2004$$Black$$7_5$$449$$image_5.jpg
bmw,3 series,2016,onbekend,diesel,7.0,79550.0,,,,Automatic,39266.0,,,,,3.7,,,,30.0,62.8,,,,,,,
ford,mustang,2004,coupe,petrol,9.0,82412.0,268.0,0.0,5038.0,,5064.0,,530.0,4.3,4.0,3.1,4.75,,2.0,145.0,22.8,,,,,,,
honda,cr-v,2003,jeep,electric,6.0,93097.0,,,,,,,400.0,8.2,5.0,3.8,7.5,4.0,5.0,,,,,34_3$$1264$$1,Honda$$CR-V$$2003$$Black$$34_3$$1264$$image_1.jpg,34_3,0.0,Honda$$CR-V$$2003$$Black$$34_3$$1264$$image_1.jpg
tesla,model 3,2021,onbekend,petrol,6.0,71765.0,,,,,,,420.0,5.8,5.0,3.4,5.25,0.0,4.0,,,,,,,,,
honda,cr-v,2018,jeep,diesel,141.683,28290.0,,,,,,,400.0,8.2,5.0,3.8,7.5,4.0,5.0,,,,,34_3$$1225$$16,Honda$$CR-V$$2018$$Black$$34_3$$1225$$image_16.jpg,34_3,45.0,Honda$$CR-V$$2018$$Black$$34_3$$1225$$image_16.jpg
