merk,model,bouwjaar,type_auto,brandstof,vermogen,prijs,CO2_wltp,Electric_range_km,El_Consumpt_whkm,Engine_cm3
hyundai,sonata,2016,sedan,lpg,0.0,10036.0,,,,
hyundai,santa fe,2018,jeep,diesel,0.0,57902.0,,,,
chrysler,town and country,2015,sedan,petrol,0.0,1019.0,,,,
toyota,prius,2011,hatchback,hybrid,0.0,18503.0,,,,
mercedes-benz,vito,2005,minivan,diesel,,14113.0,206.0,0.0,0.0,1950.0
mercedes-benz,ml 250,2015,jeep,diesel,0.0,79971.0,,,,
mercedes-benz,ml 350,2008,jeep,diesel,0.0,3763.0,,,,
hyundai,elantra,2010,sedan,petrol,90.0,14069.0,140.0,0.0,0.0,1598.0
honda,civic,2013,sedan,hybrid,0.0,8311.0,,,,
lexus,ct 200h,2013,hatchback,hybrid,0.0,1725.0,,,,
kia,optima,2013,sedan,hybrid,0.0,17876.0,,,,
ford,escape,2012,jeep,hybrid,0.0,784.0,,,,
opel,astra,2001,goods wagon,diesel,0.0080645161290322,6899.0,120.0,0.0,0.0,1199.0
ford,transit,2003,microbus,diesel,96.0,7840.0,222.0,0.0,0.0,1995.0
toyota,camry,2014,sedan,hybrid,0.0,862.0,,,,
scion,xd,2009,hatchback,petrol,0.0,14583.0,,,,
hyundai,santa fe,2014,jeep,diesel,0.0,33243.0,,,,
ford,focus,2012,sedan,petrol,110.0,8154.0,124.0,0.0,0.0,999.0
toyota,prius,2020,sedan,petrol,0.0,18503.0,,,,
ford,transit,2000,microbus,diesel,,12544.0,222.0,0.0,0.0,1995.0
hyundai,i30,2008,sedan,diesel,100.0,12858.0,126.0,0.0,0.0,1482.0
toyota,aqua,2014,hatchback,petrol,0.0,11450.0,,,,
toyota,prius,2010,sedan,hybrid,0.0,12000.0,,,,
nissan,note,2005,hatchback,petrol,0.0,8154.0,,,,
hyundai,sonata,2011,sedan,hybrid,0.0,392.0,,,,
bmw,x5,2004,jeep,petrol,0.0,21953.0,,,,
jeep,compass,2011,jeep,petrol,132.0,26180.0,47.0,46.0,161.0,1332.0
hyundai,elantra,2012,sedan,petrol,90.0,11290.0,140.0,0.0,0.0,1598.0
nissan,skyline,2001,sedan,petrol,0.0,7840.0,,,,
toyota,chr,2019,jeep,petrol,0.0,21012.0,,,,
lexus,rx 450,2013,jeep,hybrid,0.0,1019.0,,,,
ford,c-max,2015,sedan,hybrid,92.0,21012.0,152.0,0.0,0.0,999.0
hyundai,h1,2010,minivan,diesel,0.0,16778.0,,,,
ssangyong,actyon,2018,jeep,diesel,0.0,45928.0,,,,
ford,fusion,2009,sedan,petrol,0.0,15367.0,,,,
nissan,march,2003,hatchback,petrol,0.0,5645.0,,,,
subaru,forester,2005,universal,petrol,110.0,12231.0,185.0,0.0,0.0,1995.0
toyota,ist,2005,hatchback,petrol,0.0,10036.0,,,,
hyundai,elantra,2011,sedan,petrol,90.0,17942.0,140.0,0.0,0.0,1598.0
volkswagen,jetta,2014,sedan,petrol,0.0,17249.0,,,,
hyundai,h1 starixs,2007,minivan,diesel,,21953.0,,,,
hyundai,sonata,2010,sedan,petrol,0.0,17158.0,,,,
honda,insight,2010,hatchback,hybrid,0.0,12858.0,,,,
chevrolet,cruze,2019,sedan,petrol,0.0,470.0,,,,
bmw,x5,2012,jeep,diesel,0.0,7213.0,,,,
toyota,highlander,2008,jeep,hybrid,0.0,627.0,,,,
mercedes-benz,gla 250,2017,jeep,petrol,165.0,45787.0,175.0,0.0,0.0,1991.0
toyota,avalon,2013,sedan,hybrid,0.0,42337.0,,,,
toyota,camry se,2013,sedan,petrol,0.0,20698.0,,,,
hyundai,sonata,2015,sedan,lpg,0.0,14113.0,,,,
mercedes-benz,gla 250,2017,jeep,petrol,165.0,2509.0,175.0,0.0,0.0,1991.0
ssangyong,rexton,2016,jeep,diesel,3.0,47989.0,,,,
chevrolet,cruze,2016,sedan,petrol,0.0,19444.0,,,,
chevrolet,cruze,2011,sedan,petrol,0.0,14113.0,,,,
honda,fit,2010,hatchback,hybrid,0.0,12000.0,,,,
nissan,skyline gt250,2005,sedan,cng,0.0,9408.0,,,,
mitsubishi,airtrek,2003,jeep,petrol,0.0,10349.0,,,,
toyota,prius c,2012,hatchback,hybrid,0.0,18503.0,,,,
bmw,316,2000,sedan,cng,0.0,7213.0,,,,
toyota,camry,2018,sedan,petrol,0.0,63850.0,,,,
hyundai,elantra,2013,sedan,lpg,90.0,14454.0,140.0,0.0,0.0,1598.0
toyota,camry,2014,sedan,hybrid,0.0,11133.0,,,,
toyota,rav 4,2017,jeep,petrol,0.0,40142.0,,,,
hyundai,elantra,2010,sedan,petrol,90.0,17885.0,140.0,0.0,0.0,1598.0
mercedes-benz,e 350,2011,sedan,diesel,220.0,16621.0,196.0,0.0,0.0,1991.0
nissan,rogue,2011,jeep,petrol,0.0,15367.0,,,,
bmw,x1,2015,jeep,petrol,0.0,22894.0,,,,
lexus,is 250,2014,sedan,petrol,0.0,627.0,,,,
subaru,forester,2006,jeep,petrol,110.0,11917.0,185.0,0.0,0.0,1995.0
kia,optima,2013,sedan,petrol,0.0,21953.0,,,,
hyundai,elantra,2018,sedan,petrol,90.0,46534.0,140.0,0.0,0.0,1598.0
mercedes-benz,ml 350,2012,jeep,petrol,0.0,46728.0,,,,
mercedes-benz,e 350,2012,sedan,diesel,220.0,9252.0,196.0,0.0,0.0,1991.0
chevrolet,orlando,2012,jeep,diesel,0.0,15125.0,,,,
hyundai,genesis,2010,coupe,petrol,0.0,11099.0,,,,
hyundai,elantra,2015,sedan,petrol,90.0,17876.0,140.0,0.0,0.0,1598.0
hyundai,santa fe,2013,jeep,diesel,0.0,36827.0,,,,
daewoo,lacetti,2010,sedan,diesel,0.0,7997.0,,,,
hyundai,tucson,2010,jeep,diesel,0.0,19924.0,,,,
fiat,500,2015,hatchback,petrol,43.0,16305.0,0.0,311.0,143.0,0.0
nissan,skyline,2004,coupe,petrol,0.0,10976.0,,,,
toyota,aqua,2012,hatchback,petrol,0.0,19579.0,,,,
hyundai,accent,2013,sedan,petrol,0.0,1176.0,,,,
toyota,prius,2008,sedan,hybrid,0.0,13172.0,,,,
bmw,535,2011,sedan,petrol,0.0,4861.0,,,,
nissan,march,2013,hatchback,petrol,0.0,4632.0,,,,
mercedes-benz,e 350,2009,sedan,diesel,220.0,5018.0,196.0,0.0,0.0,1991.0
hyundai,sonata,2015,sedan,lpg,0.0,10349.0,,,,
land rover,land rover sport,2005,jeep,diesel,1.2,24462.0,,,,
kia,optima hybrid,2013,sedan,hybrid,0.0,21639.0,,,,
toyota,camry,2019,sedan,hybrid,0.0,3450.0,,,,
ford,transit,2008,goods wagon,diesel,,10976.0,222.0,0.0,0.0,1995.0
chevrolet,volt,2011,hatchback,plug-in hybrid,0.0,15367.0,,,,
toyota,prius,2013,hatchback,hybrid,0.0,157.0,,,,
hyundai,sonata,2017,sedan,petrol,0.0,47989.0,,,,
bmw,318,2004,sedan,petrol,0.0,10349.0,,,,
hyundai,elantra,2012,sedan,petrol,90.0,2352.0,140.0,0.0,0.0,1598.0
bmw,650,2007,coupe,petrol,0.0,25089.0,,,,
hyundai,sonata,2013,sedan,petrol,0.0,23521.0,,,,
mercedes-benz,cla 250,2013,sedan,petrol,165.0,49864.0,157.5,0.0,0.0,1991.0
ford,fusion,2015,sedan,hybrid,0.0,2587.0,,,,
hyundai,sonata,2015,sedan,petrol,0.0,20385.0,,,,
toyota,aqua,2012,hatchback,hybrid,0.0,10663.0,,,,
volkswagen,jetta,2002,sedan,lpg,0.0,6586.0,,,,
mercedes-benz,cls 350,2013,sedan,petrol,220.0,62722.0,177.0,0.0,0.0,1991.0
mercedes-benz,vito,2007,minivan,diesel,,30640.0,206.0,0.0,0.0,1950.0
hyundai,genesis,2011,coupe,petrol,0.0,21442.0,,,,
toyota,prius,2014,hatchback,hybrid,0.0,392.0,,,,
mercedes-benz,vito,2006,minivan,diesel,,23521.0,206.0,0.0,0.0,1950.0
ford,escape,2008,jeep,hybrid,0.0,549.0,,,,
toyota,land cruiser prado,2017,jeep,diesel,0.0,345.0,,,,
mercedes-benz,230,2006,sedan,petrol,0.0,13485.0,,,,
toyota,prius,2010,hatchback,lpg,0.0,18503.0,,,,
ford,escape,2012,jeep,hybrid,0.0,784.0,,,,
daewoo,lacetti,2009,sedan,petrol,0.0,5893.0,,,,
hyundai,santa fe,2020,jeep,diesel,3.0,96915.0,,,,
hyundai,elantra,2014,sedan,petrol,90.0,15681.0,140.0,0.0,0.0,1598.0
chevrolet,malibu,2013,sedan,petrol,0.0,1490.0,,,,
toyota,prius,2008,sedan,hybrid,0.0,13172.0,,,,
hyundai,santa fe,2016,jeep,diesel,0.0,44890.0,,,,
hyundai,accent gs,2015,hatchback,petrol,0.0,12388.0,,,,
toyota,corolla se,2018,sedan,petrol,0.0,37633.0,,,,
toyota,camry,2011,sedan,petrol,0.0,20385.0,,,,
mercedes-benz,ml 350,2013,jeep,petrol,0.0,5175.0,,,,
toyota,prius c,2015,hatchback,hybrid,0.0,17876.0,,,,
ssangyong,actyon,2018,jeep,diesel,0.0,42692.0,,,,
hyundai,sonata,2014,sedan,petrol,0.0,26657.0,,,,
hyundai,elantra,2016,sedan,petrol,90.0,29793.0,140.0,0.0,0.0,1598.0
jeep,grand cherokee,2013,jeep,diesel,184.0,47757.0,252.0,0.0,0.0,2987.0
chevrolet,volt,2014,hatchback,hybrid,0.0,220.0,,,,
toyota,camry,2012,sedan,hybrid,0.0,24775.0,,,,
nissan,rogue,2014,jeep,petrol,0.0,29793.0,,,,
subaru,forester,2013,jeep,petrol,110.0,18189.0,185.0,0.0,0.0,1995.0
chevrolet,cruze,2010,sedan,petrol,0.0,5175.0,,,,
hyundai,sonata,2014,sedan,lpg,0.0,11604.0,,,,
mitsubishi,delica,2004,minivan,petrol,0.0,19130.0,,,,
mercedes-benz,g 63 amg,2016,jeep,petrol,0.0,120740.0,,,,
hyundai,elantra,2017,jeep,petrol,90.0,94.0,140.0,0.0,0.0,1598.0
daewoo,lacetti,2009,sedan,petrol,0.0,5893.0,,,,
hyundai,sonata,2014,sedan,lpg,0.0,10349.0,,,,
lexus,ct 200h,2015,hatchback,hybrid,0.0,392.0,,,,
kia,optima,2014,sedan,petrol,0.0,100.0,,,,
lexus,gx 470,2003,jeep,cng,0.0,31361.0,,,,
ford,fusion,2015,sedan,hybrid,0.0,15367.0,,,,
dodge,avenger,2014,sedan,petrol,0.0,282.0,,,,
hyundai,h1,2018,universal,diesel,0.0,45436.0,,,,
toyota,aqua,2013,hatchback,petrol,0.0,15530.0,,,,
toyota,prius,2012,hatchback,hybrid,0.0,24462.0,,,,
honda,fit,2003,hatchback,petrol,0.0,94.0,,,,
renault,megane,2008,goods wagon,diesel,85.0,12858.0,123.0,0.0,0.0,1461.0
honda,fit,2005,hatchback,petrol,0.0,5645.0,,,,
nissan,juke,2013,jeep,petrol,0.0,22580.0,,,,
mercedes-benz,gle 400,2017,jeep,petrol,,250574.0,,,,
bmw,x5,2005,jeep,diesel,,24775.0,,,,
hyundai,h1,2016,universal,diesel,0.0,44843.0,,,,
ford,fusion,2017,sedan,hybrid,0.0,2822.0,,,,
land rover,freelander,2004,jeep,lpg,0.0,10036.0,,,,
toyota,camry,2014,sedan,hybrid,0.0,1098.0,,,,
audi,a5 sportback,2008,coupe,petrol,150.0,21326.0,147.0,0.0,0.0,1968.0
toyota,rav 4,2013,jeep,petrol,0.0,5018.0,,,,
nissan,sentra,2015,sedan,petrol,0.0,2430.0,,,,
toyota,prius,2009,hatchback,hybrid,0.0,14113.0,,,,
hyundai,h1,2011,universal,diesel,0.0,18647.0,,,,
hyundai,elantra,2013,sedan,petrol,90.0,18189.0,140.0,0.0,0.0,1598.0
honda,accord,2012,sedan,petrol,0.0,392.0,,,,
nissan,note,2005,hatchback,petrol,0.0,25.0,,,,
hyundai,sonata,2015,sedan,lpg,0.0,9418.0,,,,
mitsubishi,airtrek,2002,jeep,cng,0.0,8781.0,,,,
mitsubishi,airtrek,2002,jeep,petrol,0.0,8781.0,,,,
lexus,gx 460,2017,jeep,petrol,,470.0,,,,
nissan,sentra,2013,sedan,petrol,0.0,2901.0,,,,
lexus,gx 460,2017,jeep,petrol,,110.0,,,,
honda,civic,2017,sedan,petrol,0.0,52520.0,,,,
ssangyong,actyon,2017,jeep,diesel,0.0,40092.0,,,,
bmw,x5,2012,jeep,diesel,0.0,10820.0,,,,
mercedes-benz,e 350,2011,sedan,diesel,220.0,9879.0,196.0,0.0,0.0,1991.0
ford,transit,2003,goods wagon,diesel,96.0,13172.0,222.0,0.0,0.0,1995.0
kia,optima,2013,sedan,hybrid,0.0,17249.0,,,,
mazda,demio,2003,hatchback,petrol,0.0,5015.0,,,,
ford,fusion,2015,sedan,hybrid,0.0,470.0,,,,
toyota,fortuner,2017,jeep,petrol,0.0,84675.0,,,,
mazda,mazda 5,2013,minivan,lpg,0.0,18346.0,,,,
bmw,x5,2013,jeep,diesel,0.0,1019.0,,,,
hyundai,elantra,2011,sedan,petrol,90.0,18798.0,140.0,0.0,0.0,1598.0
ford,escape,2011,jeep,petrol,0.0,11604.0,,,,
subaru,forester,2012,jeep,petrol,110.0,15053.0,185.0,0.0,0.0,1995.0
hyundai,elantra,2013,sedan,petrol,90.0,17876.0,140.0,0.0,0.0,1598.0
toyota,vitz,2005,hatchback,petrol,0.0,11917.0,,,,
mercedes-benz,e 350,2014,sedan,petrol,220.0,32302.0,196.0,0.0,0.0,1991.0
ssangyong,rexton,2009,jeep,diesel,0.0,21357.0,,,,
audi,a7,2014,hatchback,petrol,0.0,3058.0,,,,
bmw,x5 35d,2012,jeep,diesel,,50178.0,,,,
honda,fit,2017,hatchback,petrol,0.0,59313.0,,,,
nissan,murano,2005,jeep,cng,0.0,20385.0,,,,
toyota,camry,2012,sedan,petrol,0.0,21326.0,,,,
hyundai,santa fe,2016,jeep,diesel,0.0,44523.0,,,,
toyota,tacoma,2013,jeep,petrol,0.0,27284.0,,,,
toyota,ipsum,2004,minivan,petrol,0.0,11917.0,,,,
infiniti,qx80,2016,jeep,petrol,0.0,32302.0,,,,
toyota,camry,2012,sedan,hybrid,0.0,27598.0,,,,
dodge,charger rt,2006,sedan,lpg,0.0,18189.0,,,,
kia,sportage,2013,jeep,diesel,132.0,14426.0,151.0,0.0,0.0,1598.0
ford,fiesta,2017,hatchback,petrol,92.0,549.0,120.0,0.0,0.0,999.0
toyota,avalon,2013,sedan,hybrid,0.0,32929.0,,,,
peugeot,3008 2.0,2018,jeep,diesel,0.0,80000.0,,,,
honda,fit,2015,universal,hybrid,0.0,26644.0,,,,
hyundai,sonata,2016,sedan,lpg,0.0,15681.0,,,,
honda,insight,2010,hatchback,petrol,0.0,11604.0,,,,
toyota,prius,2013,hatchback,hybrid,0.358426005132592,22894.0,,,,
mercedes-benz,gle 350,2016,jeep,petrol,0.0,39829.0,,,,
toyota,prius,2013,hatchback,hybrid,0.0,19757.0,,,,
mercedes-benz,gla 250,2015,jeep,petrol,165.0,5018.0,175.0,0.0,0.0,1991.0
volkswagen,jetta,2015,sedan,hybrid,0.0,1411.0,,,,
mitsubishi,outlander,2003,jeep,cng,0.0,6272.0,,,,
subaru,forester,2014,jeep,petrol,110.0,549.0,185.0,0.0,0.0,1995.0
bmw,535,2015,sedan,petrol,0.0,53314.0,,,,
hyundai,elantra,2015,sedan,petrol,90.0,16308.0,140.0,0.0,0.0,1598.0
mercedes-benz,e 300,2017,sedan,petrol,190.0,470.0,181.0,0.0,0.0,1991.0
nissan,murano,2008,jeep,petrol,0.0,10036.0,,,,
mercedes-benz,c 230,2006,sedan,petrol,0.0,15681.0,,,,
toyota,aqua,2015,hatchback,hybrid,0.0,9060.0,,,,
mini,cooper,2002,coupe,petrol,100.0,7840.0,136.0,0.0,0.0,1499.0
bmw,x5,2004,jeep,diesel,,17249.0,,,,
lexus,rx 400,2008,jeep,hybrid,0.0,8154.0,,,,
porsche,cayenne,2006,jeep,petrol,250.0,18817.0,272.0,0.0,0.0,2995.0
honda,fit,2006,hatchback,petrol,0.0,30.0,,,,
mercedes-benz,ml 350,2008,jeep,diesel,0.0,282.0,,,,
mercedes-benz,c 240,2001,sedan,petrol,0.0,8781.0,,,,
lexus,ls 460,2010,sedan,petrol,,8154.0,,,,
opel,meriva,2006,universal,petrol,0.0,10036.0,,,,
hyundai,santa fe,2016,jeep,diesel,0.0,41221.0,,,,
toyota,corolla,2015,sedan,petrol,0.0,25089.0,,,,
mercedes-benz,gle 350,2017,jeep,petrol,0.0,100355.0,,,,
hyundai,elantra se,2016,sedan,petrol,0.0,19757.0,,,,
kia,soul,2018,sedan,petrol,0.0,6429.0,,,,
mercedes-benz,e 350,2012,sedan,diesel,220.0,1646.0,196.0,0.0,0.0,1991.0
lexus,rx 450,2010,jeep,hybrid,0.0,2509.0,,,,
hyundai,tucson,2010,jeep,diesel,0.0,28532.0,,,,
ford,fusion,2014,sedan,hybrid,0.0,14113.0,,,,
chevrolet,cruze,2010,sedan,petrol,0.0,6743.0,,,,
chevrolet,lacetti,2009,sedan,petrol,0.0,13150.0,,,,
bmw,528,2015,sedan,petrol,0.0,1960.0,,,,
honda,civic,2018,coupe,petrol,0.0,59834.0,,,,
hyundai,sonata,2013,sedan,petrol,0.0,15367.0,,,,
honda,civic,2018,hatchback,petrol,0.0,59837.0,,,,
nissan,rogue,2013,jeep,petrol,0.0,784.0,,,,
toyota,vitz,2002,sedan,petrol,0.0,4704.0,,,,
hyundai,h1,2016,minivan,diesel,0.0,40889.0,,,,
hyundai,sonata,2014,sedan,lpg,0.0,10036.0,,,,
toyota,avalon,2017,sedan,hybrid,0.0,5959.0,,,,
hyundai,tucson,2010,jeep,diesel,0.0,7213.0,,,,
honda,fit,2014,hatchback,petrol,0.0,14950.0,,,,
hyundai,santa fe,2017,jeep,diesel,3.0,67354.0,,,,
chevrolet,impala,2017,sedan,petrol,0.0,35617.0,,,,
ford,fusion,2016,sedan,hybrid,0.0,5645.0,,,,
hyundai,elantra,2009,sedan,petrol,90.0,12287.0,140.0,0.0,0.0,1598.0
hyundai,sonata,2015,sedan,lpg,0.0,5175.0,,,,
toyota,prius,2008,sedan,petrol,0.0,15681.0,,,,
volkswagen,passat,2017,sedan,petrol,0.0,34497.0,,,,
toyota,prius,2014,sedan,lpg,0.0,70.0,,,,
ford,taurus,2018,jeep,petrol,0.0,5331.0,,,,
hyundai,elantra,2013,sedan,petrol,90.0,15681.0,140.0,0.0,0.0,1598.0
bmw,x5,2012,jeep,diesel,0.0,7213.0,,,,
hyundai,elantra,2012,sedan,petrol,90.0,27065.0,140.0,0.0,0.0,1598.0
toyota,prius,2008,sedan,hybrid,0.0,70.0,,,,
hyundai,elantra,2016,sedan,lpg,90.0,18503.0,140.0,0.0,0.0,1598.0
ford,escape,2008,sedan,hybrid,0.0,188.0,,,,
toyota,camry,2013,sedan,petrol,0.0,21639.0,,,,
mercedes-benz,gl 450,2012,jeep,petrol,,68994.0,,,,
mercedes-benz,"c 250 amg-paket-1,8",2013,sedan,petrol,,28852.0,,,,
ford,transit 2.4,2006,microbus,diesel,0.0,17249.0,,,,
chevrolet,impala,2016,sedan,petrol,0.0,42557.0,,,,
ford,transit,2014,microbus,diesel,,15681.0,222.0,0.0,0.0,1995.0
nissan,note,2013,hatchback,petrol,0.0,10500.0,,,,
bmw,m3,2018,sedan,petrol,353.0,153669.0,270.1,0.0,0.0,2993.0
chevrolet,captiva,2007,jeep,diesel,0.0,5802.0,,,,
hyundai,sonata,2016,sedan,lpg,0.0,16308.0,,,,
ssangyong,kyron,2008,jeep,diesel,0.0,4077.0,,,,
hyundai,tucson,2019,jeep,diesel,0.0,61894.0,,,,
hyundai,h1,2010,minivan,diesel,0.0,7317.0,,,,
chevrolet,cruze,2013,sedan,petrol,0.0,16041.0,,,,
mercedes-benz,s 500,2002,sedan,petrol,0.0,10976.0,,,,
ford,taurus,2015,sedan,petrol,0.0,51965.0,,,,
kia,optima,2012,sedan,petrol,0.0,16300.0,,,,
chevrolet,equinox,2017,jeep,petrol,0.0,1960.0,,,,
ford,escape,2012,jeep,hybrid,0.0,784.0,,,,
toyota,prius,2013,sedan,hybrid,0.0,392.0,,,,
hyundai,h1,2014,minivan,diesel,0.0,36899.0,,,,
toyota,prius c,2017,hatchback,hybrid,0.0,14426.0,,,,
kia,picanto,2016,sedan,petrol,49.0,11917.0,117.0,0.0,0.0,998.0
chevrolet,volt,2016,hatchback,hybrid,0.0,220.0,,,,
mercedes-benz,s 550,2009,sedan,petrol,0.0,8000.0,,,,
toyota,land cruiser,2001,jeep,lpg,0.0,31361.0,,,,
hyundai,santa fe,2011,jeep,diesel,3.0,21395.0,,,,
bmw,635,2015,sedan,petrol,,73698.0,,,,
ssangyong,rexton,2013,jeep,diesel,0.0,32045.0,,,,
honda,insight,2010,hatchback,hybrid,0.0,2509.0,,,,
mercedes-benz,e 320,2002,sedan,petrol,0.0,16308.0,,,,
ford,fusion,2011,sedan,petrol,0.0,314.0,,,,
hyundai,tucson,2012,jeep,diesel,0.0,24543.0,,,,
lexus,rx 350,2011,jeep,petrol,0.0,1411.0,,,,
mazda,cx-9,2016,sedan,petrol,0.0,3293.0,,,,
chevrolet,aveo,2014,sedan,petrol,0.0,16766.0,,,,
nissan,primera,2002,sedan,petrol,0.0,4704.0,,,,
lexus,ct 200h,2014,hatchback,hybrid,0.0,33243.0,,,,
toyota,prius,2017,sedan,hybrid,0.0,1882.0,,,,
nissan,murano,2003,jeep,petrol,0.0,10036.0,,,,
honda,insight,2009,sedan,hybrid,0.0,13799.0,,,,
lexus,rx 450,2010,jeep,hybrid,0.0,13328.0,,,,
hyundai,tucson,2010,jeep,diesel,0.0,28241.0,,,,
hyundai,h1,2008,minivan,diesel,0.0,14740.0,,,,
mercedes-benz,ml 350,2006,jeep,cng,0.0,19757.0,,,,
ford,taurus,2012,sedan,petrol,0.0,282.0,,,,
nissan,versa,2012,hatchback,petrol,0.0,549.0,,,,
kia,sportage,2020,jeep,petrol,132.0,1098.0,151.0,0.0,0.0,1598.0
hyundai,h1,2017,universal,diesel,0.0,47217.0,,,,
chevrolet,niva,2007,jeep,petrol,0.0,7840.0,,,,
ford,c-max,2013,hatchback,hybrid,92.0,17876.0,152.0,0.0,0.0,999.0
lexus,rx 450,2016,jeep,hybrid,0.0,392.0,,,,
chevrolet,aveo,2011,sedan,petrol,0.0,10697.0,,,,
ford,fusion,2017,sedan,hybrid,0.0,21796.0,,,,
toyota,prius,2013,sedan,hybrid,0.0,392.0,,,,
toyota,camry,2015,sedan,hybrid,0.0,1490.0,,,,
jeep,renegade,2016,jeep,petrol,110.0,34811.0,52.0,50.0,164.0,1332.0
toyota,camry,2014,sedan,petrol,0.0,11917.0,,,,
volkswagen,passat,2016,sedan,petrol,0.0,20385.0,,,,
mercedes-benz,e 350,2012,sedan,diesel,220.0,4861.0,196.0,0.0,0.0,1991.0
hyundai,h1,2016,minivan,diesel,0.0,42152.0,,,,
lexus,ct 200h,2013,hatchback,hybrid,0.0,17876.0,,,,
honda,fit,2013,universal,petrol,0.0,13065.0,,,,
hyundai,santa fe,2017,jeep,diesel,0.0,52357.0,,,,
honda,civic,2013,sedan,petrol,0.0,19378.0,,,,
subaru,forester,2004,jeep,cng,110.0,7840.0,185.0,0.0,0.0,1995.0
hyundai,sonata,2017,sedan,lpg,0.0,13799.0,,,,
kia,picanto,2008,hatchback,petrol,1.0,10976.0,117.0,0.0,0.0,998.0
mitsubishi,pajero io,2000,jeep,petrol,0.0,9408.0,,,,
kia,optima,2015,sedan,hybrid,0.0,3920.0,,,,
chevrolet,impala,2016,sedan,petrol,0.0,52959.0,,,,
toyota,prius c,2012,hatchback,petrol,0.0,23521.0,,,,
honda,civic,2012,sedan,hybrid,0.0,706.0,,,,
jeep,compass,2014,jeep,petrol,132.0,29489.0,47.0,46.0,161.0,1332.0
porsche,cayenne,2014,jeep,petrol,250.0,862.0,272.0,0.0,0.0,2995.0
toyota,prius,2009,hatchback,petrol,0.0,9408.0,,,,
lexus,gx 470,2011,sedan,petrol,,392.0,,,,
mercedes-benz,vito,2005,minivan,diesel,,15681.0,206.0,0.0,0.0,1950.0
hyundai,tucson,2011,jeep,diesel,0.0,18312.0,,,,
bmw,x5,2015,jeep,diesel,,90006.0,,,,
hyundai,sonata,2014,sedan,petrol,0.0,1568.0,,,,
subaru,xv,2014,sedan,hybrid,110.0,15681.0,180.0,0.0,0.0,1995.0
hyundai,santa fe,2015,jeep,diesel,0.0,48202.0,,,,
hyundai,elantra,2012,sedan,petrol,90.0,13589.0,140.0,0.0,0.0,1598.0
lexus,rx 400,2016,jeep,hybrid,0.0,392.0,,,,
mitsubishi,airtrek,2002,universal,petrol,0.0,10976.0,,,,
hyundai,sonata,2015,sedan,hybrid,0.0,470.0,,,,
toyota,camry,2014,sedan,hybrid,0.0,784.0,,,,
nissan,juke,2013,jeep,petrol,0.0,7056.0,,,,
mercedes-benz,s 350,2015,sedan,diesel,0.0,130148.0,,,,
chevrolet,orlando,2012,jeep,diesel,0.0,21940.0,,,,
honda,fit,2011,hatchback,hybrid,0.0,9095.0,,,,
honda,civic,2001,sedan,petrol,0.0,6272.0,,,,
hyundai,elantra,2013,jeep,petrol,90.0,9408.0,140.0,0.0,0.0,1598.0
nissan,juke,2012,jeep,petrol,0.0,1725.0,,,,
audi,a6,2011,sedan,petrol,0.0,17249.0,,,,
chevrolet,volt,2012,jeep,hybrid,0.0,627.0,,,,
mercedes-benz,sprinter,2005,microbus,diesel,0.5454545454545454,13485.0,300.0601504,0.0,0.0,2143.0
ford,fusion,2016,sedan,petrol,0.0,5488.0,,,,
nissan,vanette,2005,goods wagon,diesel,3.0,7840.0,,,,
toyota,4runner,2004,jeep,lpg,0.0,31361.0,,,,
mercedes-benz,e 350,2013,sedan,diesel,220.0,3450.0,196.0,0.0,0.0,1991.0
chrysler,300,2014,sedan,petrol,0.0,5488.0,,,,
hyundai,tucson,2012,jeep,petrol,0.0,220.0,,,,
bmw,x5,2014,jeep,diesel,0.0,8624.0,,,,
lexus,gx 460,2013,jeep,petrol,,627.0,,,,
toyota,highlander,2008,sedan,hybrid,0.0,12544.0,,,,
toyota,prius,2011,hatchback,hybrid,0.0,17562.0,,,,
toyota,camry,2012,sedan,petrol,0.0,17249.0,,,,
hyundai,elantra,2014,sedan,diesel,90.0,18826.0,140.0,0.0,0.0,1598.0
bmw,335 m paket,2011,coupe,petrol,,30734.0,,,,
bmw,550,2010,hatchback,petrol,6.0,1019.0,,,,
hyundai,sonata,2015,sedan,lpg,0.0,9252.0,,,,
kia,optima,2014,sedan,petrol,0.0,16308.0,,,,
bmw,x5,2013,sedan,diesel,0.0,784.0,,,,
hyundai,tucson,2016,jeep,petrol,0.0,30420.0,,,,
mercedes-benz,b 170 b class,2006,sedan,petrol,0.0,10192.0,,,,
ford,fusion,2014,sedan,petrol,0.0,18817.0,,,,
honda,fit,2014,hatchback,petrol,0.0,16935.0,,,,
mazda,eunos 500,2012,sedan,petrol,0.0,314.0,,,,
hyundai,elantra,2016,sedan,petrol,90.0,18817.0,140.0,0.0,0.0,1598.0
nissan,versa,2014,sedan,petrol,0.0,549.0,,,,
toyota,venza,2011,jeep,petrol,0.0,5175.0,,,,
toyota,camry,2014,sedan,hybrid,0.0,706.0,,,,
mercedes-benz,c 250,2014,sedan,petrol,0.0,23521.0,,,,
hyundai,elantra,2017,sedan,lpg,90.0,27033.0,140.0,0.0,0.0,1598.0
bmw,x5,2011,jeep,diesel,0.0,10349.0,,,,
honda,accord,2017,sedan,petrol,0.0,4861.0,,,,
daewoo,lacetti,2010,sedan,petrol,0.0,5959.0,,,,
suzuki,jimny glx,2019,jeep,petrol,0.0,75300.0,,,,
